Decimal,Subfleet,Alpha Tag,Mode,Description,Tag,Category,Priority,Stream List
5,,SC Air 1,D,SC Air 1,Emergency Ops,SC Interoperability,99,
10,,SC Reg Govt 5,D,Regional Govt 5,Interop,SC Interoperability,99,
11,,SC Reg Govt 6,D,Regional Govt 6,Interop,SC Interoperability,99,
12,,SC LE Comm 5,D,LE Common 5,Law Tac,SC Interoperability,99,
13,,SC LE Comm 6,D,LE Common 6,Law Tac,SC Interoperability,99,
500,,LISH FD Admn,D,Ladys Island St Helena FD Admin,Fire-Tac,Beaufort County,99,
502,,LISH FD Ops1,D,Ladys Island St Helena FD Ops 1,Fire-Tac,Beaufort County,99,
504,,LISH FD Ops2,D,Ladys Island St Helena FD Ops 2,Fire-Tac,Beaufort County,99,
508,,Fripp Is FD,D,Fripp Island FD Admin,Fire-Tac,Beaufort County,99,
509,,Fripp Is FD,D,Fripp Island FD Ops 1,Fire Dispatch,Beaufort County,99,
516,,BFD Admin,DE,Beaufort FD Admin,Fire-Tac,Beaufort County,99,
518,,BFD Ops 1,DE,Beaufort FD Ops 1,Fire-Tac,Beaufort County,99,
520,,BFD Ops 2,D,Beaufort FD Ops 2,Fire-Tac,Beaufort County,99,
526,,Brtn FD Ops1,DE,Burton FD Ops 1,Fire-Tac,Beaufort County,99,
532,,Shldn FD Adm,D,Sheldon FD Admin,Fire-Tac,Beaufort County,99,
534,,Shldn FD Op1,D,Sheldon FD Ops 1,Fire-Tac,Beaufort County,99,
542,,Blftn FD Adm,D,Bluffton FD Admin,Fire-Tac,Beaufort County,99,
544,,Blftn FD Op1,D,Bluffton FD Ops 1,Fire-Tac,Beaufort County,99,
545,,Blftn FD Op4,D,Bluffton FD Ops 4,Fire-Tac,Beaufort County,99,
546,,Blftn FD Op2,D,Bluffton FD Ops 2,Fire-Tac,Beaufort County,99,
550,,HHI FR Disp,D,Hilton Head Island FireRescue Dispatch,Fire Dispatch,Beaufort County,99,
552,,HHI FR Tac1,D,Hilton Head Island FireRescue Tac 1,Fire-Tac,Beaufort County,99,
553,,HHI FR Tac2,D,Hilton Head Island FireRescue Tac 2,Fire-Tac,Beaufort County,99,
554,,HHI FR Tac3,D,Hilton Head Island FireRescue Tac 3,Fire-Tac,Beaufort County,99,
556,,HHI Bch Ptrl,D,Hilton Head Island Beach Patrol,EMS-Tac,Beaufort County,99,
560,,HHI FR DI 1,D,Hilton Head Island FireRescue Daufuski Island Ops 1,Fire-Tac,Beaufort County,99,
562,,HHI FR DI 2,D,Hilton Head Island FireRescue Daufuski Island Ops 2,Fire-Tac,Beaufort County,99,
575,,PI FDEMS,D,Parris Island FDEMS DispatchOps,Fire Dispatch,Beaufort County,99,
577,,PI FD Ops,D,Parris Island FD Ops,Fire-Tac,Beaufort County,99,
578,,PI FD Ops,D,Parris Island FD Ops,Fire-Tac,Beaufort County,99,
582,,BC EMS Disp,DE,EMS Dispatch,EMS Dispatch,Beaufort County,99,
584,,BC EMS Coord,D,EMS Coordination,EMS-Tac,Beaufort County,99,
585,,BC EMS BMH,D,EMS to Beaufort Memorial Hospital,Hospital,Beaufort County,99,
586,,BC EMS BNH,D,EMS to Beaufort Naval Hospital,Hospital,Beaufort County,99,
587,,BC EMS HHI,D,EMS to Hilton Head Island Hospital,Hospital,Beaufort County,99,
588,,BC EMS Cstl,D,EMS to Coastal Carolina Hospital,Hospital,Beaufort County,99,
598,,BCSO N Disp,DE,Sheriff North Dispatch,Law Dispatch,Beaufort County,99,
599,,BCSO N Ops,DE,Sheriff North Ops,Law Tac,Beaufort County,99,
600,,BCSO Warrant,DE,Sheriff Warrants,Law Tac,Beaufort County,99,
602,,BCSO N Shift,DE,Sheriff North Shift,Law Tac,Beaufort County,99,
604,,BCSO S Disp,DE,Sheriff South Dispatch,Law Dispatch,Beaufort County,99,
605,,BCSO S Ops,DE,Sheriff South Ops,Law Tac,Beaufort County,99,
606,,BCSO S Shift,DE,Sheriff South Shift,Law Tac,Beaufort County,99,
607,,BC Det Cntr,D,Detention Center,Law Tac,Beaufort County,99,
608,,BCSO Civil,DE,Sheriff Civil Process Section,Law Tac,Beaufort County,99,
610,,BCSO Narcs,DE,Sheriff SO Narcotics,Law Tac,Beaufort County,99,
614,,BPD Dispatch,DE,Beaufort PD Dispatch,Law Dispatch,Beaufort County,99,
615,,BPD Ops,DE,Beaufort PD Ops,Law Tac,Beaufort County,99,
616,,BPD Shift,DE,Beaufort PD Shift,Law Tac,Beaufort County,99,
626,,PR PD Ops,DE,Port Royal PD Ops,Law Dispatch,Beaufort County,99,
628,,PR PD Shift,DE,Port Royal PD Shift,Law Tac,Beaufort County,99,
638,,Blftn PD Dsp,DE,Bluffton PD Dispatch,Law Dispatch,Beaufort County,99,
639,,Blftn PD Ops,DE,Bluffton PD Ops,Law Tac,Beaufort County,99,
640,,Blftn PD Shf,DE,Bluffton PD Shift,Law Tac,Beaufort County,99,
650,,USCB Sec,D,USC Beaufort Security,Schools,Beaufort County,99,
658,,Yemm PD Shft,DE,Yemmassee PD Shift,Law Tac,Beaufort County,99,
668,,SHEP Patrol,D,SC DOT Incident Response,Public Works,Beaufort County,99,
669,,BC AirGnd,D,AirGround,Multi-Tac,Beaufort County,99,
673,,BC Maj Inc 1,D,Major Incident 1,Interop,Beaufort County,99,
676,,BC Maj Inc 3,D,Major Incident 3,Interop,Beaufort County,99,
680,,BC Maj Inc 5,D,Major Incident 5,Interop,Beaufort County,99,
696,,BC Marine,D,Marine Rescue,Fire-Tac,Beaufort County,99,
698,,HHI Bch Mstr,D,Hilton Head Island Beach MasterEvents,Public Works,Beaufort County,99,
704,,BC FD Disp 1,D,FD Dispatch 1,Fire Dispatch,Beaufort County,99,
706,,BC FD Disp 2,D,FD Dispatch 2,Fire Dispatch,Beaufort County,99,
718,,BC DPW,D,Dept of Public Works,Public Works,Beaufort County,99,
722,,BC DPW,D,Dept of Public Works,Public Works,Beaufort County,99,
759,,BC Bldg Mntc,D,Building Maintenance,Public Works,Beaufort County,99,
761,,BC Mosquito,D,Mosquito Control,Public Works,Beaufort County,99,
766,,BJWSA,D,Beaufort Jasper Water and Sewer Authority,Public Works,Beaufort County,99,
768,,South Is PSD,D,South Island Public Service District,Public Works,Beaufort County,99,
770,,HHI PSD,D,Hilton Head Island Public Service District,Public Works,Beaufort County,99,
772,,BJWSA Meters,D,Beaufort Jasper Water and Sewer Authority Meters,Public Works,Beaufort County,99,
773,,BJWSA Data,D,Beaufort Jasper Water and Sewer Authority Data,Public Works,Beaufort County,99,
774,,BJWSA Meters,D,Beaufort Jasper Water and Sewer Authority Meters 2,Public Works,Beaufort County,99,
780,,BJWSA HL,D,Beaufort Jasper Water and Sewer Authority Hampton Lakes,Public Works,Beaufort County,99,
788,,BC AnimalCtl,D,Animal Control,Public Works,Beaufort County,99,
1011,,BCSD Uniform,D,Sheriff Uniform Dispatch,Law Dispatch,Berkeley County,99,
1012,,BCSD Ops 1,D,Sheriff Ops 1,Law Tac,Berkeley County,99,
1019,,BCSD Invest,D,Sheriff Investigations Records,Law Tac,Berkeley County,99,
1021,,BCSD SRT,D,Sheriff Special Response Team,Law Tac,Berkeley County,99,
1023,,BCSD Natcs,DE,Sheriff Narcotics,Law Tac,Berkeley County,99,
1025,,BC Cities Disp,D,Cities Law Enforcement Dispatch,Law Dispatch,Berkeley County,99,
1078,,BC EMS Ops,D,EMS Ops,EMS-Tac,Berkeley County,99,
1311,,SC DHEC Reg 8,D,Region 8,Emergency Ops,SC DHEC,99,
1398,,Goose Crk FD Dis,D,Goose Greek FD Dispatch,Fire Dispatch,Berkeley County,99,
1399,,Goose Crk FD FG1,D,Goose Creek FD Fireground 1,Fire-Tac,Berkeley County,99,
1400,,Goose Crk FD FG2,D,Goose Creek FD Fireground 2,Fire-Tac,Berkeley County,99,
1408,,Goose Crk PD,D,Goose Creek PD,Law Dispatch,Berkeley County,99,
1413,,Hanahan FD,D,Hanahan FDEMS Dispatch,Fire Dispatch,Berkeley County,99,
1415,,Hanahan PD,D,Hanahan PD,Law Dispatch,Berkeley County,99,
1426,,DC Incident 5,D,Incident 5,Fire-Tac,Dorchester County,99,
1429,,Pine Ridge FD,D,Pine Ridge FD Ops,Fire-Tac,Berkeley County,99,
1440,,Whitesvl FD,D,Whitesville FD Ops,Fire-Talk,Berkeley County,99,
1500,,CC Govt 1,D,Government 1,Public Works,Charleston County,99,
1502,,CC Build Ser,D,Building Services,Public Works,Charleston County,99,
1503,,CC Busin Lic,D,Business Licenses,Public Works,Charleston County,99,
1504,,CC Capitol P,D,Capital Projects,Public Works,Charleston County,99,
1505,,CC Del Taxes,D,Delinquent Taxes,Public Works,Charleston County,99,
1506,,CC Election,D,Election Warehouse,Public Works,Charleston County,99,
1507,,CC Facilitie,D,Facilities Management,Public Works,Charleston County,99,
1508,,CC Fleet Ops,D,Fleet Ops,Public Works,Charleston County,99,
1510,,CC Jail Main,D,Jail Maintenance,Public Works,Charleston County,99,
1512,,CC Garage,D,Garage Operations,Public Works,Charleston County,99,
1520,,CC RADIO COM,D,Radio Communications,Public Works,Charleston County,99,
1521,,CC FAILSAFE,D,Communications FailsafeSite Trunking,Public Works,Charleston County,99,
1523,,CC RADIO SHP,D,Radio Shop,Public Works,Charleston County,99,
1524,,CC TELECOMM,D,Telecomm,Public Works,Charleston County,99,
1530,,CC PW1 Admn,D,Public Works 1 AdminStormwater,Public Works,Charleston County,99,
1531,,CC PW2 Roads,D,Public Works 2 EngineeringRoads,Public Works,Charleston County,99,
1532,,CC PW3 Const,D,Public Works 3 Construction,Public Works,Charleston County,99,
1533,,CC PW4 Maint,D,Public Works 4 Maintenance,Public Works,Charleston County,99,
1534,,CC PW5 Mosqu,D,Public Works 5 Mosquito Control,Public Works,Charleston County,99,
1535,,CC SW Admin,D,Solid Waste Administration,Public Works,Charleston County,99,
1536,,CC SW Collec,D,Solid Waste Collections,Public Works,Charleston County,99,
1537,,CC SW Landfi,D,Solid Waste Landfill,Public Works,Charleston County,99,
1538,,CC SW Meetin,D,Solid Waste Meeting,Public Works,Charleston County,99,
1550,,CCEMS ATG,D,All ,EMS-Tac,Charleston Co EMS,99,
1551,,CCEMS Commnd,D,Command,EMS-Tac,Charleston Co EMS,99,
1553,,CCEMS COMMON,D,Common,EMS-Tac,Charleston Co EMS,99,
1557,,CCEMS MEET,D,Meeting 1,EMS-Talk,Charleston Co EMS,99,
1559,,CCEMS Sp Tms,D,Special Teams,EMS-Tac,Charleston Co EMS,99,
1564,,CC FD ATG,D,Fire Department All,Fire-Tac,Charleston Co Fire Departments,99,
1566,,AWENDAW FD,D,Awendaw FD Talk,Fire-Talk,Charleston Co Fire Departments,99,
1567,,Awndw FD Ops,D,Awendaw FD Ops,Fire-Tac,Charleston Co Fire Departments,99,
1575,,CCFD RQ DISP,D,Rescue Dispatch,EMS Dispatch,Charleston Co EMS,99,
1576,,CCFD RQ Nght,D,Rescue Night,EMS Dispatch,Charleston Co EMS,99,
1577,,CCFD RQ TALK,D,Rescue Talk,EMS-Talk,Charleston Co EMS,99,
1578,,CCFD RQ ADMN,D,Rescue Admin,EMS-Tac,Charleston Co EMS,99,
1584,,CCEMS CentPt,D,Centre Point ERE,Hospital,Charleston Co EMS,99,
1585,,HOSP ER ATG,D,Hospital All,Hospital,Charleston Co EMS,99,
1586,,CCEMS E COOP,D,East Cooper ER,Hospital,Charleston Co EMS,99,
1587,,CCEMS GRGTWN,D,Georgetown ER,Hospital,Charleston Co EMS,99,
1588,,CCEMS MUSC,D,MUSC ER,Hospital,Charleston Co EMS,99,
1590,,CCEMS ROPER,D,Roper ER,Hospital,Charleston Co EMS,99,
1591,,CCEMS RPR NW,D,Roper Northwoods ER,Hospital,Charleston Co EMS,99,
1592,,CCEMS STFRAN,D,St Francis ER,Hospital,Charleston Co EMS,99,
1593,,CCEMS SMRVL,D,Summerville ER,Hospital,Charleston Co EMS,99,
1594,,CCEMS TRIDEN,D,Trident ER,Hospital,Charleston Co EMS,99,
1596,,CCEMS VA HOSP,D,VA Hospital,Hospital,Charleston Co EMS,99,
1597,,CCEMS E ROPR,D,East Roper ER,Hospital,Charleston Co EMS,99,
1605,,SCHP 1,D,SC Highway Patrol 1,Law Tac,SC State Agencies  Charleston County,99,
1606,,SCHP 2,D,SC Highway Patrol 2,Law Tac,SC State Agencies  Charleston County,99,
1607,,SLED 1,D,SC Law Enforcement Division 1,Law Tac,SC State Agencies  Charleston County,99,
1608,,SLED 2,D,SC Law Enforcement Division 2,Law Tac,SC State Agencies  Charleston County,99,
1610,,SEAHAWK1,D,SC SEAHAWK 1,Law Tac,SC State Agencies  Charleston County,99,
1611,,SEAHAWK2,D,SC SEAHAWK 2,Law Tac,SC State Agencies  Charleston County,99,
1612,,SEAHAWK3,D,SC SEAHAWK 3,Law Tac,SC State Agencies  Charleston County,99,
1613,,CHOC USCG,D,Charleston Co to US Coast Guard,Federal,SC State Agencies  Charleston County,99,
1620,,Prt Aut Ops1,D,SC Ports Authority PD Ops 1,Law Dispatch,SC State Agencies  Charleston County,99,
1621,,Prt Aut Admn,D,SC Ports Authority PD Admin,Law Tac,SC State Agencies  Charleston County,99,
1622,,Prt Aut Cmnd,D,SC Ports Authority PD Command,Law Tac,SC State Agencies  Charleston County,99,
1625,,CC EPD ALL,D,EPD All,Emergency Ops,Charleston County,99,
1628,,CC Incident 7,D,Incident 7,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1629,,CC Incident 8,D,Incident 8,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1630,,CC Incident 9,D,Incident 9,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1631,,CC Incident 10,D,Incident 10,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1632,,CC Incident 11,D,Incident 11,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1633,,CC Incident 12,D,Incident 12,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1634,,CC Incident 13,D,Incident 13,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1635,,CC Incident 14,D,Incident 14,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1636,,CC Incident 15,D,Incident 15,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1637,,CC Incident 16,D,Incident 16,Fire-Tac,Charleston Co FDEMS Zone Dispatch,99,
1645,,CC Fire Comn,D,Fire Common,Fire-Tac,Charleston Co Fire Departments,99,
1646,,Incident 17,D,Fire Ground 1Incident 17,Fire-Tac,Charleston Co Fire Departments,99,
1647,,Incident 18,D,Fire Ground 2Incident 18,Fire-Tac,Charleston Co Fire Departments,99,
1648,,Incident 19,D,Fire Ground 3Incident 19,Fire-Tac,Charleston Co Fire Departments,99,
1649,,Incident 20,D,Fire Ground 4Incident 20,Fire-Tac,Charleston Co Fire Departments,99,
1650,,Incident 21,D,Fire Ground 5Incident 21,Fire-Tac,Charleston Co Fire Departments,99,
1651,,Incident 22,D,Fire Ground 6Incident 22,Fire-Tac,Charleston Co Fire Departments,99,
1652,,Incident 23,D,Fire Ground 7Incident 23,Fire-Tac,Charleston Co Fire Departments,99,
1653,,Incident 24,D,Fire Ground 8Incident 24,Fire-Tac,Charleston Co Fire Departments,99,
1654,,Incident 25,D,Fire Ground 9Incident 25,Fire-Tac,Charleston Co Fire Departments,99,
1655,,Incident 26,D,Fire Ground 10Incident 26,Fire-Tac,Charleston Co Fire Departments,99,
1656,,Incident 27,D,Fire Ground 11Incident 27,Fire-Tac,Charleston Co Fire Departments,99,
1657,,Incident 28,D,Fire Ground 12Incident 28,Fire-Tac,Charleston Co Fire Departments,99,
1658,,Incident 29,D,Fire Ground 13Incident 29,Fire-Tac,Charleston Co Fire Departments,99,
1659,,Incident 30,D,Fire Ground 14Incident 30,Fire-Tac,Charleston Co Fire Departments,99,
1660,,Incident 31,D,Fire Ground 15Incident 31,Fire-Tac,Charleston Co Fire Departments,99,
1661,,Incident 32,D,Fire Ground 16Incident 32,Fire-Tac,Charleston Co Fire Departments,99,
1665,,CCSO ALL,D,All,Law Tac,Charleston Co Sheriffs Office,99,
1666,,LE COMMON,D,LE Common,Law Tac,Charleston Co Sheriffs Office,99,
1667,,CCSNDP,D,North Dispatch,Law Dispatch,Charleston Co Sheriffs Office,99,
1668,,CCSNTAC,D,North Tac,Law Tac,Charleston Co Sheriffs Office,99,
1669,,CCSO Wst Dis,D,West Dispatch,Law Dispatch,Charleston Co Sheriffs Office,99,
1670,,CCSWTAC,D,West Tac,Law Tac,Charleston Co Sheriffs Office,99,
1673,,CCSO CID,DE,CID,Law Tac,Charleston Co Sheriffs Office,99,
1674,,CCSO Traffic,D,Traffic,Law Tac,Charleston Co Sheriffs Office,99,
1675,,CCSSWAT,D,SWAT 1,Law Tac,Charleston Co Sheriffs Office,99,
1676,,CCSO SWAT 2,D,SWAT 2,Law Tac,Charleston Co Sheriffs Office,99,
1680,,CCSWARR,D,Warrants,Law Talk,Charleston Co Sheriffs Office,99,
1682,,CCSO Metro 1,D,Metro 1,Law Tac,Charleston Co Sheriffs Office,99,
1683,,CCSO Metro 2,D,Metro 2,Law Tac,Charleston Co Sheriffs Office,99,
1684,,CCSO DEA TF1,D,SheriffDEA Task Force 1,Law Tac,Charleston Co Sheriffs Office,99,
1685,,CCSO DEA TF2,D,SheriffDEA Task Force 2,Law Tac,Charleston Co Sheriffs Office,99,
1686,,CCSCORT,D,Courts,Law Talk,Charleston Co Sheriffs Office,99,
1687,,CCSO CORT 1,D,Courts1,Law Tac,Charleston Co Sheriffs Office,99,
1688,,CCSDIVE,D,Dive Team,Law Tac,Charleston Co Sheriffs Office,99,
1689,,CCSO Marine,D,Marine Patrol,Law Tac,Charleston Co Sheriffs Office,99,
1691,,CCSO Harbor,D,Harbor,Law Tac,Charleston Co Sheriffs Office,99,
1700,,CC EMERGENCY,D,Emergency,Emergency Ops,Charleston County,99,
1704,,CC ALERT,D,Alert,Emergency Ops,Charleston County,99,
1705,,CC JAIL OPS,D,Ops,Law Talk,Charleston Co Detention Center,99,
1706,,CC JAIL ADMN,D,Admin,Law Talk,Charleston Co Detention Center,99,
1707,,CC JAIL ENVR,D,Environmental,Law Talk,Charleston Co Detention Center,99,
1708,,CC JAIL TRNS,D,Transport,Law Talk,Charleston Co Detention Center,99,
1715,,CC Emerg Mgm,D,Emergency Management,Emergency Ops,Charleston County,99,
1716,,CC EPD CMD,D,EPD Command,Emergency Ops,Charleston County,99,
1720,,MT PL FD ALL,D,FD All,Fire-Tac,Mount Pleasant,99,
1721,,MT PL FD Ops,D,FD Ops,Fire Dispatch,Mount Pleasant,99,
1722,,MT PL FD CMD,D,FD Command,Fire-Tac,Mount Pleasant,99,
1723,,MT PL FD TRN,D,FD Training,Fire-Tac,Mount Pleasant,99,
1727,,MT PL PD Ops,D,PD Ops,Law Dispatch,Mount Pleasant,99,
1728,,MT PL PD 2,D,PD 2 Admin,Law Tac,Mount Pleasant,99,
1729,,MT PL PD 3,D,PD 3 Investigations,Law Tac,Mount Pleasant,99,
1730,,MT PL PD TRN,D,PD Training,Law Tac,Mount Pleasant,99,
1731,,MT PL PD ERT,D,PD SWAT Team,Law Tac,Mount Pleasant,99,
1732,,MT PL PD NRC,D,PD Narcotics,Law Tac,Mount Pleasant,99,
1733,,MT PL PD CMD,D,PD Command,Law Tac,Mount Pleasant,99,
1734,,MT PL EVENTS,D,Events Talk,Interop,Mount Pleasant,99,
1738,,MT PL GOVT,D,Government,Public Works,Mount Pleasant,99,
1739,,MT PL MEETNG,D,Meeting,Interop,Mount Pleasant,99,
1740,,MT PL PWD 1,D,Public Works Department 1,Public Works,Mount Pleasant,99,
1741,,MT PL PWD 2,D,Public Works Department 2,Public Works,Mount Pleasant,99,
1742,,MT PL PWD 3,D,Public Works Department 3,Public Works,Mount Pleasant,99,
1743,,MT PL PWD 4,D,Public Works Department 4,Public Works,Mount Pleasant,99,
1744,,MT PL GARAGE,D,Garage,Public Works,Mount Pleasant,99,
1745,,MT PL WATER1,D,Water and Sewer 1,Public Works,Mount Pleasant,99,
1746,,MT PL WATER2,D,Water and Sewer 2,Public Works,Mount Pleasant,99,
1747,,MT PL REC 1,D,Recreation 1,Public Works,Mount Pleasant,99,
1760,,CCAAPD OPS,D,PD Ops,Law Tac,Charleston Co Aviation Authority,99,
1761,,CCAA TALK,D,Talk,Public Works,Charleston Co Aviation Authority,99,
1762,,CCAA Command,D,Command,Public Works,Charleston Co Aviation Authority,99,
1763,,CCAA Admin,D,Administration,Public Works,Charleston Co Aviation Authority,99,
1764,,CCAA Taxi,D,Taxi,Public Works,Charleston Co Aviation Authority,99,
1765,,LINCOLNVL FD,D,Lincolnville FireRescue,Fire-Tac,Charleston Co Fire Departments,99,
1770,,STPFD  ALL,D,St Pauls FD All,Fire-Tac,Charleston Co Fire Departments,99,
1771,,STPFD OPS,D,St Pauls FD Ops,Fire-Tac,Charleston Co Fire Departments,99,
1772,,STPFD COMMND,D,St Pauls FD Command,Fire-Tac,Charleston Co Fire Departments,99,
1773,,STPFD TRAING,D,St Pauls FD Training,Fire-Tac,Charleston Co Fire Departments,99,
1775,,NCPD EMERGEN,D,PD Emergency,Law Tac,North Charleston,99,
1776,,NCPD NORTH,D,PD North Dispatch,Law Dispatch,North Charleston,99,
1777,,NCPD MTG A,D,PD Meeting A,Law Talk,North Charleston,99,
1778,,NCPD SOUTH,D,PD South Dispatch,Law Dispatch,North Charleston,99,
1779,,NCPD CENTRAL,D,PD Central Dispatch,Law Dispatch,North Charleston,99,
1780,,NCPD RECORDS,D,PD Records,Law Talk,North Charleston,99,
1781,,NCPD DUTY OF,D,PD Duty Officer,Law Tac,North Charleston,99,
1782,,NCPD DETECTS,D,PD Detectives,Law Tac,North Charleston,99,
1783,,NCPD Traffic,D,PD Traffic,Law Tac,North Charleston,99,
1784,,NCPD SPEED T,D,PD Speed Team,Law Tac,North Charleston,99,
1785,,NCPD Admin,D,PD Admin,Law Talk,North Charleston,99,
1786,,NCPD SOP C,D,PD SOP C,Law Tac,North Charleston,99,
1787,,NCPD NACOTIC,D,PD Narcotics,Law Tac,North Charleston,99,
1788,,NCPD SWAT,D,PD SWAT,Law Tac,North Charleston,99,
1805,,NCFD OPS,D,FD Dispatch,Fire Dispatch,North Charleston,99,
1806,,NCFD Admin,D,FD Admin,Fire-Tac,North Charleston,99,
1807,,NCFD RIT,D,FD RIT,Fire-Tac,North Charleston,99,
1808,,NCFD EMERG,D,FD Emergency,Fire-Tac,North Charleston,99,
1809,,NCFD Trainin,D,FD Training,Fire-Tac,North Charleston,99,
1810,,NCFD Inspect,D,FD Inspectors,Fire-Tac,North Charleston,99,
1811,,NCFD Nite,D,FD Nite,Fire-Tac,North Charleston,99,
1834,,NCPD COMMON,D,Common,Interop,North Charleston,99,
1835,,NC COMMON,D,Building Ops,Public Works,North Charleston,99,
1836,,NC PARKS REC,D,Parks and Recreation,Public Works,North Charleston,99,
1837,,NC BUILD COD,D,Building and Codes,Public Works,North Charleston,99,
1838,,NC Parking,D,Parking,Public Works,North Charleston,99,
1839,,NC PW ADMIN,D,Public Works Admin,Public Works,North Charleston,99,
